BM25 NDCG@K,BM25 Relevance Score,SFR-Embedding-Mistral Default Instruct Relevance Score,SFR-Embedding-Mistral Default Instruct NDCG@K,SFR-Embedding-Mistral Specific Instruct Relevance Score,SFR-Embedding-Mistral Specific Instruct NDCG@K,gte-large-en-v1.5 Relevance Score,gte-large-en-v1.5 NDCG@K,GritLM-7B Default Instruct Relevance Score,GritLM-7B Default Instruct NDCG@K,GritLM-7B Specific Instruct Relevance Score,GritLM-7B Specific Instruct NDCG@K,e5-mistral-7b-instruct Default Instruct Relevance Score,e5-mistral-7b-instruct Default Instruct NDCG@K,e5-mistral-7b-instruct Specific Instruct Relevance Score,e5-mistral-7b-instruct Specific Instruct NDCG@K,voyage-large-2-instruct Relevance Score,voyage-large-2-instruct NDCG@K
0.8842312224878521,0,1,0.8909661620379904,1,0.9220982149684076,1,0.9268350580004308,1,0.8614476522657787,1,0.8720951097614232,1,0.91433865416292,2,0.9290603955338468,1,0.8740302667087535
0.8849714944999232,1,3,0.904452170582826,1,0.922596350237593,0,0.9209085027755392,2,0.8687280127862738,2,0.8793073861667265,3,0.927675209615616,1,0.929514011827136,0,0.8684413665056778
0.8920027141895032,2,1,0.9050546823358268,1,0.9230844472356252,1,0.921407243112508,1,0.869555796270404,1,0.8800684575461446,1,0.9281312800099484,1,0.9299584869821976,1,0.8692709575426752
0.8864538365478282,0,1,0.9056453082857122,1,0.9235629155006226,1,0.9218961447543452,0,0.8641465540793666,0,0.8745938192860374,1,0.9285783534629154,2,0.9366148898527245,1,0.8700841831632589
0.8871508593947668,1,0,0.90008584725325,2,0.9301708115173306,0,0.9162369251395046,1,0.864980514054438,0,0.8692249732123392,0,0.92287811394924,1,0.9370039903611443,3,0.8831590413641397
0.8999538793339099,3,0,0.8946316873570905,0,0.9245343487818728,0,0.910684896177238,0,0.859739078423479,0,0.8639578178580998,0,0.917285842041504,0,0.9313261212974712,1,0.8838670507976457
0.8999538793339099,0,1,0.9006509949922518,0,0.9245343487818728,0,0.910684896177238,0,0.859739078423479,1,0.869977125493261,1,0.923305149676665,0,0.9313261212974712,0,0.8838670507976457
0.8999538793339099,0,0,0.9006509949922518,0,0.9245343487818728,1,0.9166653960548868,2,0.8717000781787763,2,0.8819381252485583,0,0.923305149676665,1,0.93730662117512,0,0.8838670507976457
0.8999538793339099,0,1,0.9065940801797606,1,0.9304774339693817,0,0.9166653960548868,1,0.8776431633662851,0,0.8819381252485583,2,0.9351913200516826,0,0.93730662117512,1,0.8898101359851545
0.8999538793339099,0,2,0.9184080402913154,2,0.9422913940809364,0,0.9166653960548868,0,0.8776431633662851,1,0.8878451053043357,1,0.94109830010746,2,0.9491205812866748,2,0.9016240960967093
0.905825987185579,1,0,0.9184080402913154,0,0.9422913940809364,0,0.9166653960548868,4,0.9011315947729616,0,0.8878451053043357,0,0.94109830010746,0,0.9491205812866748,0,0.9016240960967093
0.9116643852960244,1,0,0.9184080402913154,0,0.9422913940809364,0,0.9166653960548868,0,0.9011315947729616,0,0.8878451053043357,0,0.94109830010746,0,0.9491205812866748,0,0.9016240960967093
0.9232759571146768,2,0,0.9184080402913154,0,0.9422913940809364,2,0.9282769678735392,0,0.9011315947729616,4,0.911068248941641,0,0.94109830010746,0,0.9491205812866748,0,0.9016240960967093
0.9232759571146768,0,0,0.9184080402913154,0,0.9422913940809364,0,0.9282769678735392,0,0.9011315947729616,0,0.911068248941641,0,0.94109830010746,0,0.9491205812866748,0,0.9016240960967093
0.9232759571146768,0,0,0.9184080402913154,0,0.9422913940809364,1,0.9340205867928626,0,0.9011315947729616,0,0.911068248941641,0,0.94109830010746,0,0.9491205812866748,0,0.9016240960967093
0.9232759571146768,0,0,0.9184080402913154,0,0.9422913940809364,0,0.9340205867928626,0,0.9011315947729616,0,0.911068248941641,0,0.94109830010746,0,0.9491205812866748,0,0.9016240960967093
0.928961136159442,1,0,0.9184080402913154,0,0.9422913940809364,0,0.9340205867928626,2,0.912501952862492,2,0.9224386070311712,0,0.94109830010746,0,0.9491205812866748,0,0.9016240960967093
