BM25 NDCG@K,BM25 Relevance Score,SFR-Embedding-Mistral Default Instruct Relevance Score,SFR-Embedding-Mistral Default Instruct NDCG@K,SFR-Embedding-Mistral Specific Instruct Relevance Score,SFR-Embedding-Mistral Specific Instruct NDCG@K,gte-large-en-v1.5 Relevance Score,gte-large-en-v1.5 NDCG@K,GritLM-7B Default Instruct Relevance Score,GritLM-7B Default Instruct NDCG@K,GritLM-7B Specific Instruct Relevance Score,GritLM-7B Specific Instruct NDCG@K,e5-mistral-7b-instruct Default Instruct Relevance Score,e5-mistral-7b-instruct Default Instruct NDCG@K,e5-mistral-7b-instruct Specific Instruct Relevance Score,e5-mistral-7b-instruct Specific Instruct NDCG@K,voyage-large-2-instruct Relevance Score,voyage-large-2-instruct NDCG@K
0.8726254244883092,1,1,0.8390376035409471,5,0.88996142957056,4,0.6071462329002852,1,0.7765303346264756,4,0.8317146677862645,4,0.8788522989927896,4,0.8204348186594814,4,0.8897199249928439
0.8338468433839638,0,1,0.8128613750683283,1,0.8615221983680004,1,0.5912750196970299,0,0.7420221210032537,1,0.8058638630866826,1,0.8509067461876493,4,0.8284145116098821,0,0.8501816817750069
0.8096739244576181,1,4,0.8206094460902456,1,0.8362034410769056,4,0.6081973957002489,1,0.7216510065992686,0,0.772498808451532,2,0.8363782094276698,5,0.845869349204467,0,0.8149817434708171
0.8170553784763662,4,1,0.7984793865228658,4,0.8425559955793536,2,0.6040011545964814,4,0.7324462709375742,0,0.7425388336142796,0,0.8039407870850938,2,0.8324554294860488,4,0.8221573432897447
0.8237324681377226,4,1,0.7784610552337669,0,0.8118044934015758,0,0.5819563968374648,5,0.7513358814915131,0,0.7154377451658224,1,0.7837231262889184,1,0.8111970448774595,0,0.7921503485436378
0.8092799827612622,0,2,0.7823479827052419,1,0.8063338460063253,0,0.5717459017551891,1,0.7469261631759925,1,0.7116578639762586,1,0.7787451698622104,1,0.805737055239735,0,0.7782519752596909
0.8109060168356038,1,0,0.7756778675474885,2,0.8165107632900122,0,0.5668713304774645,4,0.7746611066895697,5,0.7482192618649799,1,0.7806315365799019,5,0.8414963560392482,0,0.771616781699427
0.8041757008019625,0,4,0.8024389304760291,1,0.818033677815482,5,0.6036651837036535,1,0.7765313628415321,4,0.775208224316091,0,0.7741524911197238,1,0.842811896427643,4,0.7984115506193277
0.8300351305961814,4,0,0.795945891045795,5,0.851872604610505,4,0.6311470705400845,0,0.7702479578791728,1,0.7770271563340604,4,0.8002548576370817,0,0.8359921738694059,4,0.8243176217877325
0.8313776942707806,1,0,0.7896586621377693,0,0.8451436069161702,0,0.6261615983468658,1,0.772062784360659,1,0.7787884334813792,0,0.7939335919187385,0,0.8293886167412586,1,0.8257053484402007
0.8249593576609183,0,0,0.7835624015146848,0,0.8386189957914768,5,0.6599281611647138,0,0.7661023660476314,4,0.8036565773682954,0,0.7878043283193812,1,0.8307057573077845,0,0.8193308030279604
0.8187282840551443,0,0,0.7776440069256487,0,0.83228474836286,4,0.6851563536606041,4,0.7905286047508697,0,0.7975864076795184,5,0.8196198365967633,0,0.8244312800617762,1,0.8206954315447165
0.8422598846008442,4,4,0.8014795044296861,0,0.8261284077583805,5,0.7170728908724072,0,0.7846811308448497,1,0.7990836440757786,4,0.8431448424029541,4,0.8479206960234719,1,0.8220217324261411
0.8361533661779474,0,1,0.8029188096675192,4,0.8491394827297565,1,0.7191241575132771,1,0.7862422269688998,1,0.8005403196830871,1,0.8442820672988621,4,0.8707737734311495,1,0.823312103236488
0.8302066931444217,0,1,0.8043204393772965,4,0.8715482154196685,0,0.71400978925475,1,0.7877624595434584,0,0.7948469245191474,4,0.8667253456385603,1,0.8716928226724076,5,0.8530164592670905
0.8244106719620724,0,5,0.8336122384058171,1,0.8724449912111504,5,0.7439320848155492,0,0.7822627593605074,0,0.7892977647143893,0,0.8606743724241993,0,0.8656071694171016,0,0.8470611935391321
0.8520315693451809,4,1,0.8405174627515942,1,0.8793502155569275,1,0.7508373091613263,2,0.7960732080520616,1,0.7962029890601664,0,0.8606743724241993,0,0.8656071694171016,1,0.8539664178849092
0.8793646233689641,4,1,0.84735072625754,4,0.9066832695807108,1,0.7576705726672721,4,0.8234062620758449,0,0.7962029890601664,1,0.8675076359301451,0,0.8656071694171016,0,0.8539664178849092
0.8793646233689641,0,4,0.8744113371269102,0,0.9066832695807108,0,0.7576705726672721,4,0.8504668729452151,4,0.8232635999295367,0,0.8675076359301451,1,0.8723723221344442,1,0.8607315706022518
0.8793646233689641,0,0,0.8744113371269102,1,0.913383824457187,0,0.7576705726672721,0,0.8504668729452151,5,0.8567663743119182,1,0.8742081908066214,0,0.8723723221344442,0,0.8607315706022518
0.8860037962182808,1,0,0.8744113371269102,0,0.913383824457187,0,0.7576705726672721,0,0.8504668729452151,4,0.883323065709185,0,0.8742081908066214,4,0.8989290135317111,1,0.8673707434515685
0.8860037962182808,0,1,0.8809920807129815,0,0.913383824457187,1,0.7642513162533433,0,0.8504668729452151,0,0.883323065709185,0,0.8742081908066214,1,0.9055097571177824,0,0.8673707434515685
0.8860037962182808,0,0,0.8809920807129815,1,0.9199088577168748,0,0.7642513162533433,0,0.8504668729452151,0,0.883323065709185,0,0.8742081908066214,0,0.9055097571177824,0,0.8673707434515685
0.8924756294427137,1,0,0.8809920807129815,0,0.9199088577168748,0,0.7642513162533433,5,0.8828260390673793,0,0.883323065709185,0,0.8742081908066214,1,0.9119815903422152,1,0.8738425766760013
0.8988965860788974,1,0,0.8809920807129815,1,0.9263298143530584,4,0.7899351427980785,0,0.8828260390673793,0,0.883323065709185,1,0.8806291474428052,1,0.918402546978399,4,0.8995264032207365
0.9052688216891832,1,4,0.9064810231541244,0,0.9263298143530584,1,0.7963073784083643,0,0.8828260390673793,0,0.883323065709185,1,0.887001383053091,0,0.918402546978399,0,0.8995264032207365
0.9052688216891832,0,0,0.9064810231541244,0,0.9263298143530584,0,0.7963073784083643,1,0.8891515578862933,0,0.883323065709185,0,0.887001383053091,0,0.918402546978399,4,0.9248284784963924
0.9052688216891832,0,0,0.9064810231541244,4,0.9514524921527658,0,0.7963073784083643,0,0.8891515578862933,0,0.883323065709185,0,0.887001383053091,4,0.9435252247781064,1,0.9311091479463192
0.9052688216891832,0,0,0.9064810231541244,0,0.9514524921527658,4,0.8212576322672798,0,0.8891515578862933,0,0.883323065709185,0,0.887001383053091,0,0.9435252247781064,0,0.9311091479463192
0.9052688216891832,0,4,0.9312653755732662,0,0.9514524921527658,0,0.8212576322672798,0,0.8891515578862933,0,0.883323065709185,4,0.9117857354722329,0,0.9435252247781064,0,0.9311091479463192
0.9360495247189736,5,0,0.9312653755732662,0,0.9514524921527658,0,0.8212576322672798,0,0.8891515578862933,0,0.883323065709185,4,0.9364102978960652,0,0.9435252247781064,0,0.9311091479463192
0.9360495247189736,0,0,0.9312653755732662,0,0.9514524921527658,0,0.8212576322672798,0,0.8891515578862933,2,0.8955583198839164,0,0.9364102978960652,0,0.9435252247781064,1,0.9372267750336849
0.9360495247189736,0,0,0.9312653755732662,0,0.9514524921527658,0,0.8212576322672798,0,0.8891515578862933,0,0.8955583198839164,0,0.9364102978960652,0,0.9435252247781064,0,0.9372267750336849
0.9360495247189736,0,0,0.9312653755732662,0,0.9514524921527658,0,0.8212576322672798,4,0.9133298187860752,4,0.9197365807836984,0,0.9364102978960652,0,0.9435252247781064,0,0.9372267750336849
0.9360495247189736,0,0,0.9312653755732662,0,0.9514524921527658,0,0.8212576322672798,0,0.9133298187860752,0,0.9197365807836984,0,0.9364102978960652,0,0.9435252247781064,0,0.9372267750336849
0.9360495247189736,0,0,0.9312653755732662,0,0.9514524921527658,0,0.8212576322672798,0,0.9133298187860752,1,0.9257128762635264,0,0.9364102978960652,0,0.9435252247781064,0,0.9372267750336849
0.941993318297229,1,0,0.9312653755732662,0,0.9514524921527658,4,0.8450328065803013,0,0.9133298187860752,0,0.9257128762635264,0,0.9364102978960652,0,0.9435252247781064,0,0.9372267750336849
0.941993318297229,0,0,0.9312653755732662,0,0.9514524921527658,1,0.8509451092937489,1,0.9192421214995228,0,0.9257128762635264,0,0.9364102978960652,0,0.9435252247781064,0,0.9372267750336849
0.941993318297229,0,0,0.9312653755732662,0,0.9514524921527658,0,0.8509451092937489,0,0.9192421214995228,0,0.9257128762635264,0,0.9364102978960652,0,0.9435252247781064,0,0.9372267750336849
0.941993318297229,0,0,0.9312653755732662,0,0.9514524921527658,0,0.8509451092937489,0,0.9192421214995228,0,0.9257128762635264,0,0.9364102978960652,0,0.9435252247781064,0,0.9372267750336849
