BM25 NDCG@K,BM25 Relevance Score,SFR-Embedding-Mistral Default Instruct Relevance Score,SFR-Embedding-Mistral Default Instruct NDCG@K,SFR-Embedding-Mistral Specific Instruct Relevance Score,SFR-Embedding-Mistral Specific Instruct NDCG@K,gte-large-en-v1.5 Relevance Score,gte-large-en-v1.5 NDCG@K,GritLM-7B Default Instruct Relevance Score,GritLM-7B Default Instruct NDCG@K,GritLM-7B Specific Instruct Relevance Score,GritLM-7B Specific Instruct NDCG@K,e5-mistral-7b-instruct Default Instruct Relevance Score,e5-mistral-7b-instruct Default Instruct NDCG@K,e5-mistral-7b-instruct Specific Instruct Relevance Score,e5-mistral-7b-instruct Specific Instruct NDCG@K
0.8987890361757562,4,4,0.7512073519532798,4,0.8256696289486417,1,0.7046351594587819,1,0.8265711416688776,1,0.8239032195210217,4,0.7510418507730111,4,0.828682853342035
0.9042218617762717,2,5,0.772168775538665,5,0.8462636928018569,5,0.7258263470112616,0,0.8224932519577988,1,0.8247719931970776,0,0.7473365849084502,1,0.8295280466889469
0.9046883852324953,1,0,0.7684076370092151,1,0.8470125233253067,5,0.7466453178335415,1,0.8233578653563828,0,0.8207546309054456,4,0.7631799058006973,0,0.8254875182494427
0.9051468972507845,1,1,0.76952174972291,0,0.842937831877329,1,0.7478641217216775,1,0.8242076310629854,1,0.8216169198946,5,0.7835618176721747,1,0.8263270389145714
0.9103504035599835,2,5,0.7896279358505005,5,0.8626950935275373,4,0.7633205418738427,0,0.8202904209847047,1,0.8224647208283069,1,0.7845904830195773,4,0.8414105485058345
0.9295588172582131,5,4,0.8047065271281254,4,0.8774305003441667,1,0.7644321864874833,1,0.821134487415791,0,0.8186017388692606,0,0.7809053901464246,5,0.8609427614012689
0.9298858716469259,1,1,0.8056132635698438,1,0.8779995835313659,3,0.7748118001767444,0,0.8173220068840937,4,0.8333727893122981,0,0.7772796910159444,5,0.880160167786671
0.9302077583942537,1,0,0.8019147759881571,1,0.878559674887447,5,0.7942092043581119,1,0.8181606627498038,1,0.8341377576877798,5,0.7966657653644572,0,0.8761194430398745
0.9259840685658376,0,0,0.7982736116869213,0,0.8745704977074112,1,0.7951436154963665,0,0.8144457325763211,0,0.8303502821148762,1,0.7975890222722274,1,0.8766819335627166
0.9218246288227823,0,4,0.8126554876154831,0,0.870642003244324,0,0.7915718996666818,5,0.8332468776042277,5,0.8490799852922242,4,0.8119739733167829,2,0.8817277804279526
0.9221721011135751,1,2,0.8179329722179333,5,0.8889960892055391,1,0.7924983166238108,0,0.8295432789260606,0,0.8453060119408594,2,0.817254487100048,0,0.8778086948245535
0.9181153720505634,0,5,0.8363303113204495,2,0.8938835086455732,5,0.8110075453686529,5,0.8478895431060149,5,0.8635829342517022,5,0.835654810927751,5,0.8959426345206317
0.9224892202498066,1,1,0.8407041595196928,1,0.8982573568448164,1,0.8153813935678961,4,0.8653849359029879,0,0.8635829342517022,1,0.8400286591269941,1,0.900316482719875
0.9224892202498066,0,0,0.8407041595196928,0,0.8982573568448164,0,0.8153813935678961,2,0.8740837693036316,1,0.8679323509520241,0,0.8400286591269941,0,0.900316482719875
0.9268149827794188,1,5,0.8623329721677534,5,0.919886169492877,4,0.8326844436863448,5,0.8957125819516922,5,0.8895611636000847,5,0.8616574717750548,5,0.9219452953679356
0.9483292036257818,5,1,0.866635816337026,1,0.9241890136621496,0,0.8326844436863448,1,0.9000154261209649,2,0.8981668519386299,1,0.8659603159443274,1,0.9262481395372082
0.9483292036257818,0,0,0.866635816337026,0,0.9241890136621496,5,0.8540875594839079,1,0.9042960492804776,1,0.9024474750981426,0,0.8659603159443274,0,0.9262481395372082
0.9525882674403636,1,1,0.8708948801516079,1,0.9284480774767316,0,0.8540875594839079,2,0.9128141769096416,2,0.9109656027273064,1,0.8702193797589093,1,0.93050720335179
